region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
US,3v3,77436104,Duelistw,Nightslayer,Alliance,Warlock,Demonology,Gnome,2129,479,79,55,59
US,3v3,68696526,Zerñ,Nightslayer,Horde,,,,2129,479,161,106,60
US,3v3,73011999,Monsî,Nightslayer,Horde,Warlock,Demonology,Orc,2125,489,204,116,64
US,3v3,74309559,Lurkerbelow,Nightslayer,Alliance,Warlock,Demonology,Gnome,2108,525,97,81,54
US,3v3,53886640,Shew,Nightslayer,Alliance,Rogue,Combat,Human,2098,556,110,99,53
US,3v3,55286350,Babespoon,Nightslayer,Alliance,Druid,Restoration,Night Elf,2078,606,166,119,58
US,3v3,54483387,Lilshew,Nightslayer,Alliance,Warrior,Arms,Gnome,2061,656,114,101,53
US,3v3,55132317,Mis,Nightslayer,Alliance,,,,2054,686,228,194,54
US,3v3,68094518,Nesaj,Nightslayer,Horde,Warrior,Fury,Orc,2042,734,243,105,70
US,3v3,53714025,Dpsbot,Nightslayer,Alliance,Mage,Arcane,Gnome,2038,748,90,56,62
US,3v3,55528354,Olinim,Nightslayer,Horde,Rogue,Combat,Undead,2021,793,42,13,76
US,3v3,72915528,Baekho,Nightslayer,Alliance,Mage,Frost,Gnome,2016,815,602,223,73
US,3v3,73015916,Nothozito,Nightslayer,Alliance,Priest,Discipline,Dwarf,2005,886,127,104,55
US,3v3,77335327,Seíya,Nightslayer,Alliance,Priest,Discipline,Dwarf,2000,924,46,23,67
US,3v3,72173647,Unbless,Nightslayer,Alliance,Priest,Discipline,Dwarf,1990,969,434,215,67
US,3v3,74295097,Edshearan,Nightslayer,Alliance,Shaman,Restoration,Draenei,1988,976,252,254,50
US,3v3,56530164,Dpsbotwo,Nightslayer,Alliance,Mage,Frost,Gnome,1972,1044,322,211,60
US,3v3,72855418,Rivn,Nightslayer,Alliance,Warrior,Fury,Gnome,1971,1050,310,249,55
US,3v3,73112415,Drisix,Nightslayer,Horde,Rogue,Subtlety,Undead,1959,1118,396,364,52
US,3v3,67947904,Katycarried,Nightslayer,Alliance,Priest,Discipline,Dwarf,1956,1138,38,24,61
US,3v3,73959884,Darkhats,Nightslayer,Alliance,Warlock,Demonology,Human,1950,1170,449,405,53
US,3v3,74448174,Kinkyssham,Nightslayer,Horde,,,,1946,1189,242,187,56
US,3v3,54099959,Erpaderp,Nightslayer,Horde,Warrior,Arms,Orc,1946,1189,156,132,54
US,3v3,58319549,Blueshew,Nightslayer,Alliance,Mage,Arcane,Gnome,1927,1298,37,14,73
US,3v3,74089666,Eonz,Nightslayer,Alliance,Rogue,Subtlety,Human,1919,1352,200,183,52
US,3v3,66624755,Learinghard,Nightslayer,Horde,Rogue,Subtlety,Undead,1909,1412,60,51,54
US,3v3,58378408,Shortwoman,Nightslayer,Alliance,Warrior,Arms,Gnome,1896,1507,194,151,56
US,3v3,74128895,Yallatbc,Nightslayer,Horde,Priest,Discipline,Undead,1891,1537,69,48,59
US,3v3,68215440,Meemawmendy,Nightslayer,Alliance,Druid,Feral Combat,Night Elf,1883,1597,34,31,52
US,3v3,77198836,Svetozarov,Nightslayer,Horde,Druid,Restoration,Tauren,1880,1624,250,160,61
US,3v3,57937543,Nystine,Nightslayer,Horde,Mage,Arcane,Undead,1877,1650,76,79,49
US,3v3,54585915,Ampedz,Nightslayer,Alliance,Hunter,Beast Mastery,Dwarf,1855,1835,30,18,62
US,3v3,74214203,Wfbop,Nightslayer,Alliance,Shaman,Restoration,Draenei,1853,1866,46,43,52
US,3v3,74261543,Makyoon,Nightslayer,Alliance,Shaman,Restoration,Draenei,1839,1997,29,22,57
US,3v3,65496648,Heyitsjoe,Nightslayer,Alliance,Warrior,Arms,Human,1824,2138,101,96,51
US,3v3,73884645,Bigprøblem,Nightslayer,Alliance,Rogue,Subtlety,Human,1818,2193,225,198,53
US,3v3,69865049,Ginu,Nightslayer,Horde,Priest,Discipline,Undead,1811,2266,221,184,55
US,3v3,66268846,Bígsleepy,Nightslayer,Alliance,Rogue,Subtlety,Human,1800,2400,65,49,57
US,3v3,65704505,Tree,Nightslayer,Alliance,Druid,Restoration,Night Elf,1790,2499,25,19,57
US,3v3,70178994,Arianan,Nightslayer,Alliance,Rogue,Subtlety,Human,1786,2546,34,28,55
US,3v3,74487117,Dpsbotsh,Nightslayer,Alliance,Shaman,Elemental,Draenei,1785,2559,43,34,56
US,3v3,72911438,Shozzam,Nightslayer,Alliance,Shaman,Restoration,Draenei,1784,2574,45,30,60
US,3v3,54056642,Limitym,Nightslayer,Horde,Mage,Frost,Undead,1773,2720,17,11,61
US,3v3,76760286,Stunresx,Nightslayer,Horde,Warrior,Arms,Orc,1772,2730,15,6,71
US,3v3,53886150,Bronco,Nightslayer,Horde,Warlock,Demonology,Orc,1747,3088,635,450,59
US,3v3,61640459,Gayeric,Nightslayer,Alliance,Mage,Frost,Human,1744,3149,56,25,69
US,3v3,72541865,Bubblegup,Nightslayer,Alliance,Druid,Restoration,Night Elf,1724,3507,45,41,52
US,3v3,72840375,Gingerbunny,Nightslayer,Horde,Warrior,Arms,Orc,1718,3644,260,196,57
US,3v3,67789477,Buriza,Nightslayer,Horde,Warrior,Fury,Orc,1714,3778,20,16,56
US,3v3,57957587,Laclapbombx,Nightslayer,Alliance,Rogue,Subtlety,Human,1711,3906,29,16,64
US,3v3,73017911,Slugjizz,Nightslayer,Alliance,Shaman,Restoration,Draenei,1703,4320,162,154,51
US,3v3,74577864,Jondub,Nightslayer,Horde,Shaman,Restoration,Tauren,1702,4378,13,5,72
US,3v3,77584489,Uwuvu,Nightslayer,Horde,,,,1701,4440,15,5,75
US,3v3,78059966,Drislol,Nightslayer,Alliance,Rogue,Subtlety,Human,1701,4440,27,23,54
