region,bracket,guid,old_name,new_name,server,class,spec,rating_old,rating_new,ranking_old,ranking_new
EU,2v2,43672836,Fróstbolt,Cigår,Spineshatter,Mage,Arcane,2005,2005,3102,3003
EU,2v2,51710212,Trinketlate,Onehpbtw,Spineshatter,Priest,Discipline,2419,2419,807,742
EU,2v2,84553677,Wirtz,Dráqq,Thunderstrike,Priest,Discipline,2011,2011,2891,2794
EU,2v2,54548207,Fenech,Fenxyo,Spineshatter,Rogue,Subtlety,2197,2197,1453,1368
