region,bracket,guid,old_name,new_name,server,class,spec,rating_old,rating_new,ranking_old,ranking_new
US,2v2,60985668,Mirlôl,ßabydøll,Nightslayer,,,2513,2513,263,235
US,2v2,65763983,Gorbler,Ößälkënrïch,Nightslayer,,,1752,1752,4118,4040
