region,bracket,guid,old_name,new_name,server,class,spec,rating_old,rating_new,ranking_old,ranking_new
EU,5v5,43672836,Fróstbolt,Cigår,Spineshatter,Mage,Arcane,1860,1860,2510,2425
EU,5v5,51710212,Trinketlate,Onehpbtw,Spineshatter,Priest,Discipline,1867,1867,2407,2325
EU,5v5,56324134,Howdypartner,Lilshocky,Spineshatter,Shaman,Restoration,1935,1935,1586,1519
