region,bracket,guid,old_name,new_name,server,class,spec,rating_old,rating_new,ranking_old,ranking_new
US,3v3,60985668,Mirlôl,ßabydøll,Nightslayer,,,1962,1962,1103,1060
US,3v3,73011953,Stevemurkel,Dreádadin,Nightslayer,Paladin,Holy,1734,1734,3325,3254
US,3v3,65763983,Gorbler,Ößälkënrïch,Nightslayer,,,1827,1827,2109,2050
